,Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
175109,Obtained,User_10,W_Call after offers,Workflow,Workitem_676458897,start,2016-02-29 10:17:32.648000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175110,statechange,User_10,A_Complete,Application,ApplState_1283113245,complete,2016-02-29 10:17:32.659000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175111,Released,User_10,W_Call after offers,Workflow,Workitem_1062685641,suspend,2016-02-29 10:19:57.801000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175112,Created,User_15,O_Create Offer,Offer,Offer_1498918825,complete,2016-02-29 15:02:16.038000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,7521.0,120.0,True,210.12,True,871.0,20000.0,
175113,statechange,User_15,O_Created,Offer,OfferState_1435534141,complete,2016-02-29 15:02:17.465000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,Offer_1498918825
175114,statechange,User_15,O_Sent (mail and online),Offer,OfferState_49409762,complete,2016-02-29 15:02:28.384000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,Offer_1498918825
175115,Obtained,User_5,W_Call after offers,Workflow,Workitem_603237824,resume,2016-03-04 08:24:19.398000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175116,Released,User_5,W_Call after offers,Workflow,Workitem_1371698466,suspend,2016-03-04 08:24:47.298000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175117,Deleted,User_116,W_Call after offers,Workflow,Workitem_998249438,ate_abort,2016-03-14 09:10:33.669000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175118,Created,User_116,W_Validate application,Workflow,Workitem_1213186114,schedule,2016-03-14 09:10:33.687000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175119,Obtained,User_116,W_Validate application,Workflow,Workitem_231703442,start,2016-03-14 09:10:33.691000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175120,statechange,User_116,A_Validating,Application,ApplState_991184261,complete,2016-03-14 09:10:34.598000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175121,statechange,User_116,O_Returned,Offer,OfferState_632114793,complete,2016-03-14 09:15:02.010000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,Offer_1498918825
175122,Released,User_116,W_Validate application,Workflow,Workitem_2130192953,suspend,2016-03-14 09:21:41.442000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175123,Obtained,User_100,W_Validate application,Workflow,Workitem_1806844289,resume,2016-03-14 14:26:33.916000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175124,Released,User_100,W_Validate application,Workflow,Workitem_724259383,suspend,2016-03-14 14:26:44.674000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175125,Deleted,User_101,W_Validate application,Workflow,Workitem_1291669860,ate_abort,2016-03-14 14:51:29.460000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175126,Created,User_101,W_Call incomplete files,Workflow,Workitem_649735912,schedule,2016-03-14 14:51:29.467000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175127,Obtained,User_101,W_Call incomplete files,Workflow,Workitem_2141373711,start,2016-03-14 14:51:29.469000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175128,statechange,User_101,A_Incomplete,Application,ApplState_1015819292,complete,2016-03-14 14:51:29.473000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175129,Released,User_101,W_Call incomplete files,Workflow,Workitem_782275917,suspend,2016-03-14 14:52:23.557000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175130,Obtained,User_34,W_Call incomplete files,Workflow,Workitem_1482350274,resume,2016-03-14 18:39:27.113000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175131,Released,User_34,W_Call incomplete files,Workflow,Workitem_2091804883,suspend,2016-03-14 18:44:18.063000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175132,Deleted,User_114,W_Call incomplete files,Workflow,Workitem_100039884,ate_abort,2016-03-15 08:29:22.955000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175133,Created,User_114,W_Validate application,Workflow,Workitem_863548194,schedule,2016-03-15 08:29:22.969000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175134,Obtained,User_114,W_Validate application,Workflow,Workitem_2120531293,start,2016-03-15 08:29:22.973000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175135,statechange,User_114,A_Validating,Application,ApplState_2144059027,complete,2016-03-15 08:29:23.039000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175136,Released,User_114,W_Validate application,Workflow,Workitem_1818801231,suspend,2016-03-15 08:30:11.730000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175137,Deleted,User_101,W_Validate application,Workflow,Workitem_2141478681,ate_abort,2016-03-15 09:27:21.329000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175138,Created,User_101,W_Call incomplete files,Workflow,Workitem_1972207434,schedule,2016-03-15 09:27:21.340000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175139,Obtained,User_101,W_Call incomplete files,Workflow,Workitem_959183289,start,2016-03-15 09:27:21.343000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175140,statechange,User_101,A_Incomplete,Application,ApplState_1966292836,complete,2016-03-15 09:27:21.345000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175141,Released,User_101,W_Call incomplete files,Workflow,Workitem_1898579674,suspend,2016-03-15 09:27:58.628000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175142,Obtained,User_41,W_Call incomplete files,Workflow,Workitem_267147954,resume,2016-03-15 11:23:33.608000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175143,Released,User_41,W_Call incomplete files,Workflow,Workitem_1995717533,suspend,2016-03-15 11:26:02.058000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175144,statechange,User_118,O_Accepted,Offer,OfferState_1555243992,complete,2016-03-22 07:13:08.721000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,Offer_1498918825
175145,statechange,User_118,A_Pending,Application,ApplState_1084324304,complete,2016-03-22 07:13:08.725000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175146,Deleted,User_118,W_Call incomplete files,Workflow,Workitem_1429144899,ate_abort,2016-03-22 07:13:08.730000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,
175147,statechange,User_118,O_Cancelled,Offer,OfferState_1904744571,complete,2016-03-22 07:13:08.746000+00:00,Existing loan takeover,New credit,Application_351150613,20000.0,,,,,,,,Offer_699538499
178384,Created,User_1,A_Create Application,Application,Application_550149658,complete,2016-02-29 19:03:42.698000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178385,statechange,User_1,A_Submitted,Application,ApplState_1574738665,complete,2016-02-29 19:03:42.738000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178386,Created,User_1,W_Handle leads,Workflow,Workitem_1037414865,schedule,2016-02-29 19:03:43.142000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178387,Deleted,User_1,W_Handle leads,Workflow,Workitem_2142742138,withdraw,2016-02-29 19:05:14.917000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178388,Created,User_1,W_Complete application,Workflow,Workitem_1659301969,schedule,2016-02-29 19:05:14.929000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178389,statechange,User_1,A_Concept,Application,ApplState_856270496,complete,2016-02-29 19:05:14.934000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178390,statechange,User_28,A_Accepted,Application,ApplState_914536871,complete,2016-03-01 12:53:19.066000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178391,Created,User_28,O_Create Offer,Offer,Offer_787141179,complete,2016-03-01 12:55:05.773000+00:00,Home improvement,New credit,Application_550149658,12500.0,12500.0,27.0,True,493.57,True,883.0,12500.0,
178392,statechange,User_28,O_Created,Offer,OfferState_362086793,complete,2016-03-01 12:55:07.186000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,Offer_787141179
178393,statechange,User_28,O_Sent (mail and online),Offer,OfferState_1570079552,complete,2016-03-01 12:55:17.354000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,Offer_787141179
178394,Deleted,User_28,W_Complete application,Workflow,Workitem_1729595198,withdraw,2016-03-01 12:55:17.373000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178395,Created,User_28,W_Call after offers,Workflow,Workitem_1823264701,schedule,2016-03-01 12:55:17.384000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178396,Obtained,User_28,W_Call after offers,Workflow,Workitem_1835533827,start,2016-03-01 12:55:17.390000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178397,statechange,User_28,A_Complete,Application,ApplState_96651546,complete,2016-03-01 12:55:17.394000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178398,Released,User_28,W_Call after offers,Workflow,Workitem_331251504,suspend,2016-03-01 12:56:03.761000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178399,Obtained,User_43,W_Call after offers,Workflow,Workitem_666692854,resume,2016-03-05 11:26:44.010000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178400,Released,User_43,W_Call after offers,Workflow,Workitem_1478419612,suspend,2016-03-05 11:27:03.430000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178401,Obtained,User_17,W_Call after offers,Workflow,Workitem_27259666,resume,2016-03-05 15:27:51.306000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178402,Released,User_17,W_Call after offers,Workflow,Workitem_1379954256,suspend,2016-03-05 15:28:27.595000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178403,Deleted,User_117,W_Call after offers,Workflow,Workitem_589440734,ate_abort,2016-03-08 14:10:05.461000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178404,Created,User_117,W_Validate application,Workflow,Workitem_3489706,schedule,2016-03-08 14:10:05.469000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178405,Obtained,User_117,W_Validate application,Workflow,Workitem_344426765,start,2016-03-08 14:10:05.471000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178406,statechange,User_117,A_Validating,Application,ApplState_1285958562,complete,2016-03-08 14:10:07.359000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178407,statechange,User_117,O_Returned,Offer,OfferState_700138460,complete,2016-03-08 14:10:28.052000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,Offer_787141179
178408,Released,User_117,W_Validate application,Workflow,Workitem_728323972,suspend,2016-03-08 15:53:48.817000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178409,Obtained,User_87,W_Validate application,Workflow,Workitem_1296911553,resume,2016-03-09 06:31:19.979000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178410,Released,User_87,W_Validate application,Workflow,Workitem_19159255,suspend,2016-03-09 06:31:36.350000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178411,Obtained,User_87,W_Validate application,Workflow,Workitem_161598007,resume,2016-03-09 06:31:48.747000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178412,Released,User_87,W_Validate application,Workflow,Workitem_1544566536,suspend,2016-03-09 06:31:53.991000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178413,Deleted,User_90,W_Validate application,Workflow,Workitem_1892360155,ate_abort,2016-03-09 09:49:11.235000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178414,Created,User_90,W_Call incomplete files,Workflow,Workitem_63972177,schedule,2016-03-09 09:49:11.243000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178415,Obtained,User_90,W_Call incomplete files,Workflow,Workitem_1513714880,start,2016-03-09 09:49:11.246000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178416,statechange,User_90,A_Incomplete,Application,ApplState_63936727,complete,2016-03-09 09:49:11.248000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178417,Released,User_90,W_Call incomplete files,Workflow,Workitem_459056099,suspend,2016-03-09 09:50:48.556000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178418,Obtained,User_23,W_Call incomplete files,Workflow,Workitem_638224548,resume,2016-03-09 11:10:14.905000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178419,Released,User_23,W_Call incomplete files,Workflow,Workitem_333639367,suspend,2016-03-09 11:15:51.715000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178420,Obtained,User_23,W_Call incomplete files,Workflow,Workitem_1658130302,resume,2016-03-09 11:16:04.728000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178421,Released,User_23,W_Call incomplete files,Workflow,Workitem_587172871,suspend,2016-03-09 11:16:18.217000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178422,Deleted,User_116,W_Call incomplete files,Workflow,Workitem_778164404,ate_abort,2016-03-10 08:06:49.966000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178423,Created,User_116,W_Validate application,Workflow,Workitem_623755396,schedule,2016-03-10 08:06:49.974000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178424,Obtained,User_116,W_Validate application,Workflow,Workitem_308603288,start,2016-03-10 08:06:49.976000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178425,statechange,User_116,A_Validating,Application,ApplState_1720302104,complete,2016-03-10 08:06:50.046000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178426,Released,User_116,W_Validate application,Workflow,Workitem_1571422731,suspend,2016-03-10 08:06:56.859000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178427,statechange,User_90,O_Accepted,Offer,OfferState_1672226589,complete,2016-03-10 09:26:36.340000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,Offer_787141179
178428,statechange,User_90,A_Pending,Application,ApplState_1758284591,complete,2016-03-10 09:26:36.346000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
178429,Deleted,User_90,W_Validate application,Workflow,Workitem_86489792,ate_abort,2016-03-10 09:26:36.350000+00:00,Home improvement,New credit,Application_550149658,12500.0,,,,,,,,
184231,Created,User_39,A_Create Application,Application,Application_117906047,complete,2016-03-02 14:12:43.766000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184232,Created,User_39,W_Complete application,Workflow,Workitem_1813456274,schedule,2016-03-02 14:12:43.812000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184233,Obtained,User_39,W_Complete application,Workflow,Workitem_836759809,start,2016-03-02 14:12:43.815000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184234,statechange,User_39,A_Concept,Application,ApplState_2126577543,complete,2016-03-02 14:12:43.818000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184235,statechange,User_39,A_Accepted,Application,ApplState_390652514,complete,2016-03-02 14:14:25.212000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184236,Created,User_39,O_Create Offer,Offer,Offer_298206124,complete,2016-03-02 14:15:40.745000+00:00,Car,New credit,Application_117906047,10000.0,10000.0,57.0,True,200.01,True,908.0,10000.0,
184237,statechange,User_39,O_Created,Offer,OfferState_181346873,complete,2016-03-02 14:15:42.112000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,Offer_298206124
184238,statechange,User_39,O_Sent (mail and online),Offer,OfferState_838315992,complete,2016-03-02 14:15:55.629000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,Offer_298206124
184239,Deleted,User_39,W_Complete application,Workflow,Workitem_1286344250,complete,2016-03-02 14:15:55.643000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184240,Created,User_39,W_Call after offers,Workflow,Workitem_1810383003,schedule,2016-03-02 14:15:55.650000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184241,Obtained,User_39,W_Call after offers,Workflow,Workitem_839568562,start,2016-03-02 14:15:55.652000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184242,statechange,User_39,A_Complete,Application,ApplState_487658952,complete,2016-03-02 14:15:55.654000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184243,Released,User_39,W_Call after offers,Workflow,Workitem_1770701975,suspend,2016-03-02 14:20:36.972000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184244,Obtained,User_17,W_Call after offers,Workflow,Workitem_2001291472,resume,2016-03-05 15:54:01.715000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184245,Released,User_17,W_Call after offers,Workflow,Workitem_1935988174,suspend,2016-03-05 15:54:19.764000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184246,Deleted,User_113,W_Call after offers,Workflow,Workitem_453898377,ate_abort,2016-03-09 10:46:55.175000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184247,Created,User_113,W_Validate application,Workflow,Workitem_1165638999,schedule,2016-03-09 10:46:55.181000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184248,Obtained,User_113,W_Validate application,Workflow,Workitem_92180496,start,2016-03-09 10:46:55.183000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184249,statechange,User_113,A_Validating,Application,ApplState_1785129514,complete,2016-03-09 10:46:56.170000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184250,statechange,User_113,O_Returned,Offer,OfferState_18915553,complete,2016-03-09 10:47:02.091000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,Offer_298206124
184251,Released,User_113,W_Validate application,Workflow,Workitem_1244377067,suspend,2016-03-09 10:48:57.593000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184252,Obtained,User_99,W_Validate application,Workflow,Workitem_1098855612,resume,2016-03-11 13:48:35.707000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184253,Released,User_99,W_Validate application,Workflow,Workitem_1313684269,suspend,2016-03-11 13:48:41.866000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184254,Obtained,User_68,W_Validate application,Workflow,Workitem_869373446,resume,2016-03-14 14:26:28.700000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184255,Deleted,User_68,W_Validate application,Workflow,Workitem_1583471248,complete,2016-03-14 14:27:05.035000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184256,Created,User_68,W_Call incomplete files,Workflow,Workitem_290540795,schedule,2016-03-14 14:27:05.047000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184257,Obtained,User_68,W_Call incomplete files,Workflow,Workitem_1421174880,start,2016-03-14 14:27:05.051000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184258,statechange,User_68,A_Incomplete,Application,ApplState_643295420,complete,2016-03-14 14:27:05.055000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184259,Released,User_68,W_Call incomplete files,Workflow,Workitem_1130324624,suspend,2016-03-14 14:27:34.243000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184260,Obtained,User_34,W_Call incomplete files,Workflow,Workitem_1866774119,resume,2016-03-14 14:45:06.917000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184261,Released,User_34,W_Call incomplete files,Workflow,Workitem_1520014181,suspend,2016-03-14 14:47:45.136000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184262,Obtained,User_34,W_Call incomplete files,Workflow,Workitem_2133352385,resume,2016-03-14 18:56:17.071000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184263,Released,User_34,W_Call incomplete files,Workflow,Workitem_1373964559,suspend,2016-03-14 19:06:09.681000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184264,Deleted,User_114,W_Call incomplete files,Workflow,Workitem_1071728320,ate_abort,2016-03-15 08:50:06.903000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184265,Created,User_114,W_Validate application,Workflow,Workitem_1252505713,schedule,2016-03-15 08:50:06.912000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184266,Obtained,User_114,W_Validate application,Workflow,Workitem_304864369,start,2016-03-15 08:50:06.913000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184267,statechange,User_114,A_Validating,Application,ApplState_1862601018,complete,2016-03-15 08:50:06.978000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184268,Released,User_114,W_Validate application,Workflow,Workitem_1699357356,suspend,2016-03-15 08:50:14.354000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184269,Obtained,User_90,W_Validate application,Workflow,Workitem_419224401,resume,2016-03-15 11:59:56.764000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184270,Released,User_87,W_Validate application,Workflow,Workitem_1573856681,suspend,2016-03-15 12:51:34.403000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184271,statechange,User_87,O_Accepted,Offer,OfferState_55397220,complete,2016-03-15 12:58:51.676000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,Offer_298206124
184272,statechange,User_87,A_Pending,Application,ApplState_1110210509,complete,2016-03-15 12:58:51.679000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
184273,Deleted,User_87,W_Validate application,Workflow,Workitem_1940304131,ate_abort,2016-03-15 12:58:51.682000+00:00,Car,New credit,Application_117906047,10000.0,,,,,,,,
188059,Created,User_34,A_Create Application,Application,Application_40478222,complete,2016-03-03 16:39:29.770000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188060,Created,User_34,W_Complete application,Workflow,Workitem_2062412763,schedule,2016-03-03 16:39:29.778000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188061,Obtained,User_34,W_Complete application,Workflow,Workitem_1149661218,start,2016-03-03 16:39:29.780000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188062,statechange,User_34,A_Concept,Application,ApplState_405475937,complete,2016-03-03 16:39:29.782000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188063,statechange,User_34,A_Accepted,Application,ApplState_1895979388,complete,2016-03-03 16:40:58.228000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188064,Created,User_34,O_Create Offer,Offer,Offer_913337215,complete,2016-03-03 16:44:48.510000+00:00,Unknown,New credit,Application_40478222,11000.0,0.0,90.0,True,150.0,True,761.0,11000.0,
188065,statechange,User_34,O_Created,Offer,OfferState_1182672353,complete,2016-03-03 16:44:49.960000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,Offer_913337215
188066,statechange,User_34,O_Sent (mail and online),Offer,OfferState_1397514368,complete,2016-03-03 16:45:41.048000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,Offer_913337215
188067,Deleted,User_34,W_Complete application,Workflow,Workitem_1169418805,complete,2016-03-03 16:45:41.072000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188068,Created,User_34,W_Call after offers,Workflow,Workitem_1847713970,schedule,2016-03-03 16:45:41.090000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188069,Obtained,User_34,W_Call after offers,Workflow,Workitem_1583714813,start,2016-03-03 16:45:41.094000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188070,statechange,User_34,A_Complete,Application,ApplState_1068342613,complete,2016-03-03 16:45:41.101000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188071,Released,User_34,W_Call after offers,Workflow,Workitem_618125610,suspend,2016-03-03 16:46:30.044000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188072,Obtained,User_31,W_Call after offers,Workflow,Workitem_1792601588,resume,2016-03-07 09:40:15.328000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188073,Released,User_31,W_Call after offers,Workflow,Workitem_1487865751,suspend,2016-03-07 09:40:45.049000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188074,Deleted,User_112,W_Call after offers,Workflow,Workitem_2063478796,ate_abort,2016-03-09 09:33:52.277000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188075,Created,User_112,W_Validate application,Workflow,Workitem_584358715,schedule,2016-03-09 09:33:52.285000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188076,Obtained,User_112,W_Validate application,Workflow,Workitem_1513478570,start,2016-03-09 09:33:52.287000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188077,statechange,User_112,A_Validating,Application,ApplState_582789035,complete,2016-03-09 09:33:53.335000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188078,statechange,User_112,O_Returned,Offer,OfferState_654188335,complete,2016-03-09 09:34:16.111000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,Offer_913337215
188079,Released,User_112,W_Validate application,Workflow,Workitem_2136278206,suspend,2016-03-09 09:35:18.940000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188080,Obtained,User_141,W_Validate application,Workflow,Workitem_1626140481,resume,2016-03-10 16:28:46.577000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188081,Released,User_1,W_Validate application,Workflow,Workitem_834767959,suspend,2016-03-10 23:00:34.140000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188082,Released,User_1,W_Validate application,Workflow,Workitem_1287773656,suspend,2016-03-10 23:00:34.231000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188083,Released,User_1,W_Validate application,Workflow,Workitem_1477811951,suspend,2016-03-10 23:00:34.252000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188084,Released,User_1,W_Validate application,Workflow,Workitem_1593505739,suspend,2016-03-10 23:00:34.274000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188085,Obtained,User_100,W_Validate application,Workflow,Workitem_775656981,resume,2016-03-11 07:53:15.606000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188086,Released,User_100,W_Validate application,Workflow,Workitem_1739832100,suspend,2016-03-11 07:53:24.501000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188087,Deleted,User_100,W_Validate application,Workflow,Workitem_839714208,ate_abort,2016-03-11 08:15:04.418000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188088,Created,User_100,W_Call incomplete files,Workflow,Workitem_1784826351,schedule,2016-03-11 08:15:04.424000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188089,Obtained,User_100,W_Call incomplete files,Workflow,Workitem_188054023,start,2016-03-11 08:15:04.426000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
