,unitId,id,unitEventTerm,state,unitEventGrade,eventActive,eventDate,comment,personId,universityId,enrollmentId,termsBefore_x,degreeId,type,degree,addendum,subjectId,name,fsoKey,college,enrollTerm,exmatTerm,exmatReason,termsBefore_y,oldUnitId,instanceLevel,instanceName,unitType,unitName,unitDate,rewardType,rewardAmount,grade,active,course_name,course_number,course_name_mode,unitDateSemester,relative_semester,study_duration,obtainedCredits,activity_name
8575,87941,47523,2019W,Nicht bestanden,5.0,False,2019-10-02,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Advanced Internet Technology', 'Advanced Internet Technology', '1215688', 'Wahlpflichtfach']",2018-02-22T00:00:00,CP,0.0,0.0,False,Advanced Internet Technology,1215688,Advanced Internet Technology,2017W,7,11,186.0,placeholder
8576,87942,47524,2019W,Bestanden,3.3,True,2019-10-02,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Advanced Internet Technology', 'Advanced Internet Technology', '1215688', 'Wahlpflichtfach']",2018-03-14T00:00:00,CP,6.0,3.3,True,Advanced Internet Technology,1215688,Advanced Internet Technology,2017W,7,11,186.0,placeholder
8577,87945,47525,2017W,Bestanden,1.7,True,2018-09-18,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in Web Technologien', 'Einführung in Web Technologien', '1211914', 'Wahlpflichtfach']",2018-03-16T00:00:00,CP,6.0,1.7,True,Einführung in Web Technologien,1211914,Einfuehrung in Webtechnologien,2017W,7,11,186.0,placeholder
8578,87948,47526,2018S,Bestanden,4.0,True,2020-01-16,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Advanced Automata Theory', 'Advanced Automata Theory', '1211981', 'Wahlpflichtfach']",2018-08-14T00:00:00,CP,6.0,4.0,True,Advanced Automata Theory,1211981,Advanced Automata Theory,2018S,8,11,186.0,placeholder
8579,87951,47527,2018S,Bestanden,4.0,True,2018-11-22,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Quantitative Methoden (Operations Research)', 'Quantitative Methoden (Operations Research)', '8015049', 'Wahlpflichtfach']",2018-08-20T00:00:00,CP,6.0,4.0,True,Quantitative Methoden (Operations Research),8015049,Quantitative Methoden (Operations Research),2018S,8,11,186.0,placeholder
8580,87954,47528,2018S,Bestanden,0.0,True,2020-01-06,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['GK 1+2.c Spanisch', 'GK 1+2.c Spanisch', '1212640', 'Wahlpflichtfach']",2018-08-21T00:00:00,CP,4.0,0.0,True,GK 1+2.c Spanisch,1212640,NTW,2018S,8,11,186.0,1212640
8581,87955,47529,2020S,Bestanden,2.0,True,2019-10-02,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Mathematische Logik', 'Mathematische Logik', '1113004', 'Pflichtfach']",2018-08-28T00:00:00,CP,7.0,2.0,True,Mathematische Logik,1113004,Mathematische Logik,2018S,8,11,186.0,1113004
8582,87958,47530,2018S,Bestanden,2.7,True,2018-11-22,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Software-Projektpraktikum', 'Software-Projektpraktikum', '1211973', 'Pflichtfach']",2018-09-30T00:00:00,CP,6.0,2.7,True,Software-Projektpraktikum,1211973,Software - Projektpraktikum,2018S,8,11,186.0,1211973
8583,87964,47532,2018W,Bestanden,3.7,True,2020-01-06,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Seminar: Logik, Komplexität, Spiele', 'Seminar: Logik, Komplexität, Spiele', '1211974', 'Pflichtfach']",2019-02-07T00:00:00,CP,5.0,3.7,True,"Seminar: Logik, Komplexität, Spiele",1211974,Seminar,2018W,9,11,186.0,1211974
8584,87968,47534,2018W,Bestanden,3.0,True,2019-04-04,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Entscheidungslehre', 'Entscheidungslehre', '8013176', 'Wahlpflichtfach']",2019-03-16T00:00:00,CP,6.0,3.0,True,Entscheidungslehre,8013176,Entscheidungslehre,2018W,9,11,186.0,placeholder
8585,87969,47535,2018W,Bestanden,4.0,True,2019-04-04,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Internes Rechnungswesen und Buchführung / Rechnungswesen', 'Internes Rechnungswesen und Buchführung / Rechnungswesen', '8015050', 'Wahlpflichtfach']",2019-03-27T00:00:00,CP,4.0,4.0,True,Internes Rechnungswesen und Buchführung / Rechnungswesen,8015050,Internes Rechnungswesen und Buchfuehrung / Rechnungswesen,2018W,9,11,186.0,placeholder
8586,87972,47536,2019W,Bestanden,3.5,True,2020-01-13,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Bachelorarbeit ', 'Bachelorarbeit ', '1215682', 'Pflichtfach']",2019-12-13T00:00:00,CP,12.0,3.5,True,Bachelorarbeit ,1215682,Bachelorarbeit,2018W,9,11,186.0,1215682
8587,87974,47537,2019W,Bestanden,3.3,True,2020-01-13,,RWTH-227324,0,407,,655,1,Bachelor of Science,,646,Informatik,79,,2014W,2019W,17,0.0,,,Prüfungstermin,,"['Bachelor-Kolloquium', 'Bachelor-Kolloquium', '1215682', 'Pflichtfach']",2019-12-18T00:00:00,CP,3.0,3.3,True,Bachelor-Kolloquium,1215682,Bachelorarbeit,2018W,9,11,186.0,1215682
8837,90109,48441,2019W,Bestanden,1.0,True,2020-03-25,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Analysis für Informatiker (WS)', 'Analysis für Informatiker (WS)', '1114971', 'Pflichtfach']",2017-02-16T00:00:00,CP,8.0,1.0,True,Analysis für Informatiker (WS),1114971,Analysis fuer Informatiker,2016W,1,7,161.0,1114971
8838,90112,48442,2019W,Bestanden,2.7,True,2020-07-13,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Diskrete Strukturen', 'Diskrete Strukturen', '1115472', 'Pflichtfach']",2017-02-24T00:00:00,CP,6.0,2.7,True,Diskrete Strukturen,1115472,Diskrete Strukturen,2016W,1,7,161.0,1115472
8839,90115,48443,2019W,Nicht bestanden,5.0,False,2019-10-01,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Programmierung', 'Programmierung', '1214957', 'Pflichtfach']",2017-03-01T00:00:00,CP,0.0,0.0,False,Programmierung,1214957,Programmierung,2016W,1,7,161.0,1214957
8840,90118,48444,2019W,Bestanden,3.7,True,2020-06-12,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in die Technische Informatik', 'Einführung in die Technische Informatik', '1214958', 'Pflichtfach']",2017-03-08T00:00:00,CP,6.0,3.7,True,Einführung in die Technische Informatik,1214958,Technische Informatik,2016W,1,7,161.0,1214958
8841,90119,48445,2019W,Bestanden,3.3,True,2019-10-01,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Programmierung', 'Programmierung', '1214957', 'Pflichtfach']",2017-03-29T00:00:00,CP,8.0,3.3,True,Programmierung,1214957,Programmierung,2016W,1,7,161.0,1214957
8842,90122,48446,2017S,Bestanden,1.7,True,2018-09-18,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Proseminar (Einführung in das wissenschaftliche Arbeiten)', 'Proseminar (Einführung in das wissenschaftliche Arbeiten)', '1211968', 'Pflichtfach']",2017-07-13T00:00:00,CP,3.0,1.7,True,Proseminar (Einführung in das wissenschaftliche Arbeiten),1211968,Einfuehrung in das wissenschaftliche Arbeiten (Proseminar),2017S,2,7,161.0,1211968
8843,90125,48447,2020S,Bestanden,2.0,True,2019-10-01,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in die angewandte Stochastik', 'Einführung in die angewandte Stochastik', '1112712', 'Pflichtfach']",2017-08-02T00:00:00,CP,6.0,2.0,True,Einführung in die angewandte Stochastik,1112712,Einfuehrung in die angewandte Stochastik,2017S,2,7,161.0,1112712
8844,90128,48448,2020S,Bestanden,2.7,True,2019-10-01,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Lineare Algebra I für Informatiker', 'Lineare Algebra I für Informatiker', '1115861', 'Pflichtfach']",2017-08-08T00:00:00,CP,6.0,2.7,True,Lineare Algebra I für Informatiker,1115861,Lineare Algebra,2017S,2,7,161.0,1115861
8845,90131,48449,2017S,Bestanden,3.7,True,2018-09-18,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Datenstrukturen und Algorithmen', 'Datenstrukturen und Algorithmen', '1211971', 'Pflichtfach']",2017-08-16T00:00:00,CP,8.0,3.7,True,Datenstrukturen und Algorithmen,1211971,Datenstrukturen und Algorithmen,2017S,2,7,161.0,1211971
8846,90134,48450,2017S,Bestanden,3.7,True,2018-09-18,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Formale Systeme, Automaten, Prozesse', 'Formale Systeme, Automaten, Prozesse', '1214961', 'Pflichtfach']",2017-08-24T00:00:00,CP,6.0,3.7,True,"Formale Systeme, Automaten, Prozesse",1214961,"Formale Systeme, Automaten, Prozesse",2017S,2,7,161.0,1214961
8847,90137,48451,2017S,Bestanden,3.7,True,2018-09-18,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Betriebssysteme und Systemsoftware', 'Betriebssysteme und Systemsoftware', '1214960', 'Pflichtfach']",2017-09-25T00:00:00,CP,6.0,3.7,True,Betriebssysteme und Systemsoftware,1214960,Betriebssysteme und Systemsoftware,2017S,2,7,161.0,1214960
8848,90140,48452,2017W,Bestanden,0.0,True,2020-04-16,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Mentoring in der Informatik', 'Mentoring in der Informatik', '1214959', 'Pflichtfach']",2017-09-30T00:00:00,CP,1.0,0.0,True,Mentoring in der Informatik,1214959,Mentoring,2017S,2,7,161.0,1214959
8849,90144,48453,2019W,Bestanden,2.7,True,2020-06-22,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Numerisches Rechnen', 'Numerisches Rechnen', '1110959', 'Wahlpflichtfach']",2018-02-15T00:00:00,CP,6.0,2.7,True,Numerisches Rechnen,1110959,Numerisches Rechnen,2017W,3,7,161.0,1110959
8850,90147,48454,2019W,Bestanden,3.7,True,2020-05-20,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Berechenbarkeit und Komplexität (neu, WS)', 'Berechenbarkeit und Komplexität (neu, WS)', '1212004', 'Pflichtfach']",2018-02-19T00:00:00,CP,7.0,3.7,True,"Berechenbarkeit und Komplexität (neu, WS)",1212004,Berechenbarkeit und Komplexitaet,2017W,3,7,161.0,1212004
8851,90150,48455,2019W,Bestanden,1.3,True,2020-01-08,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Softwaretechnik', 'Softwaretechnik', '1211965', 'Pflichtfach']",2018-03-01T00:00:00,CP,6.0,1.3,True,Softwaretechnik,1211965,Einfuehrung in die Softwaretechnik,2017W,3,7,161.0,1211965
8852,90153,48456,2017W,Bestanden,1.0,True,2020-07-20,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Allgemeine Chemie: Anorganische Chemie', 'Allgemeine Chemie: Anorganische Chemie', '1515454', 'Wahlpflichtfach']",2018-03-29T00:00:00,CP,8.0,1.0,True,Allgemeine Chemie: Anorganische Chemie,1515454,Allgemeine Anorganische Chemie,2017W,3,7,161.0,placeholder
8853,90156,48457,2018S,Bestanden,3.3,True,2018-11-22,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Allgemeine Chemie: Organische Chemie', 'Allgemeine Chemie: Organische Chemie', '1515455', 'Wahlpflichtfach']",2018-07-17T00:00:00,CP,6.0,3.3,True,Allgemeine Chemie: Organische Chemie,1515455,Allgemeine Chemie: Organische Chemie,2018S,4,7,161.0,placeholder
8854,90159,48458,2018S,Bestanden,2.7,True,2018-11-22,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Datenkommunikation und Sicherheit', 'Datenkommunikation und Sicherheit', '1211972', 'Pflichtfach']",2018-07-23T00:00:00,CP,6.0,2.7,True,Datenkommunikation und Sicherheit,1211972,Datenkommunikation und Sicherheit,2018S,4,7,161.0,1211972
8855,90162,48459,2018S,Bestanden,3.0,True,2018-11-22,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Datenbanken und Informationssysteme', 'Datenbanken und Informationssysteme', '1211969', 'Pflichtfach']",2018-07-30T00:00:00,CP,6.0,3.0,True,Datenbanken und Informationssysteme,1211969,Datenbanken und Informationssysteme,2018S,4,7,161.0,1211969
8856,90165,48460,2020S,Bestanden,2.3,True,2019-10-01,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Mathematische Logik', 'Mathematische Logik', '1113004', 'Pflichtfach']",2018-08-28T00:00:00,CP,7.0,2.3,True,Mathematische Logik,1113004,Mathematische Logik,2018S,4,7,161.0,1113004
8857,90168,48461,2018S,Bestanden,0.0,True,2019-10-08,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Praktikum Systemprogrammierung', 'Praktikum Systemprogrammierung', '1211967', 'Pflichtfach']",2018-09-30T00:00:00,CP,8.0,0.0,True,Praktikum Systemprogrammierung,1211967,Praktikum Systemprogrammierung,2018S,4,7,161.0,1211967
8858,90171,48463,2018W,Nicht bestanden,5.0,True,2019-02-18,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Effiziente Algorithmen (WS)', 'Effiziente Algorithmen (WS)', '1211977', 'Wahlpflichtfach']",2019-02-02T00:00:00,CP,0.0,5.0,True,Effiziente Algorithmen (WS),1211977,Effiziente Algorithmen (WS),2018W,5,7,161.0,placeholder
8859,90177,48465,2018W,Nicht bestanden,5.0,True,2020-06-03,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in Webtechnologien', 'Einführung in Webtechnologien', '1211914', 'Wahlpflichtfach']",2019-02-11T00:00:00,CP,0.0,5.0,True,Einführung in Webtechnologien,1211914,Einfuehrung in Webtechnologien,2018W,5,7,161.0,placeholder
8860,90180,48467,2018W,Bestanden,2.7,True,2019-03-29,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Implementation of Databases', 'Implementation of Databases', '1215692', 'Wahlpflichtfach']",2019-03-01T00:00:00,CP,6.0,2.7,True,Implementation of Databases,1215692,Implementation of Databases,2018W,5,7,161.0,placeholder
8861,90181,48468,2018W,Bestanden,2.7,True,2019-03-27,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Introduction to Artificial Intelligence', 'Introduction to Artificial Intelligence', '1215694', 'Wahlpflichtfach']",2019-03-12T00:00:00,CP,6.0,2.7,True,Introduction to Artificial Intelligence,1215694,Introduction to Artificial Intelligence,2018W,5,7,161.0,placeholder
8862,90184,48469,2017W,Bestanden,2.0,True,2020-02-06,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Theorie der Chemischen Bindung', 'Theorie der Chemischen Bindung', '1515984', 'Wahlpflichtfach']",2019-04-01T00:00:00,CP,4.0,2.0,True,Theorie der Chemischen Bindung,1515984,Theorie der Chemischen Bindung I - Quantenmechanische Grundlagen,2018W,5,7,161.0,placeholder
8863,90187,48470,2018W,Bestanden,1.7,True,2019-04-18,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Generative and Model Driven Software Engineering in the Domain of Self-Driving Vehicles', 'Generative and Model Driven Software Engineering in the Domain of Self-Driving Vehicles', '1211973', 'Pflichtfach']",2019-04-17T00:00:00,CP,6.0,1.7,True,Generative and Model Driven Software Engineering in the Domain of Self-Driving Vehicles,1211973,Software - Projektpraktikum,2018W,5,7,161.0,1211973
8864,90191,48472,2019S,Nicht bestanden,5.0,False,2019-08-12,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Computational Chemistry', 'Computational Chemistry', '1510097', 'Wahlpflichtfach']",2019-07-31T00:00:00,CP,0.0,0.0,False,Computational Chemistry,1510097,Computational Chemistry,2019S,6,7,161.0,placeholder
8865,90194,48473,2019S,Bestanden,3.0,True,2019-08-16,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Funktionale Programmierung', 'Funktionale Programmierung', '1215684', 'Wahlpflichtfach']",2019-08-12T00:00:00,CP,6.0,3.0,True,Funktionale Programmierung,1215684,Funktionale Programmierung,2019S,6,7,161.0,placeholder
8866,90197,48474,2019S,Bestanden,1.3,True,2020-04-16,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Verifikationsverfahren', 'Verifikationsverfahren', '1211974', 'Pflichtfach']",2019-09-04T00:00:00,CP,5.0,1.3,True,Verifikationsverfahren,1211974,Seminar,2019S,6,7,161.0,1211974
8867,90198,48475,2019S,Bestanden,3.3,True,2019-10-09,,RWTH-181841,0,418,,673,1,Bachelor of Science,,664,Informatik,79,,2016W,2019W,17,0.0,,,Prüfungstermin,,"['Computational Chemistry', 'Computational Chemistry', '1510097', 'Wahlpflichtfach']",2019-09-05T00:00:00,CP,4.0,3.3,True,Computational Chemistry,1510097,Computational Chemistry,2019S,6,7,161.0,placeholder
9091,92245,49700,2015W,Bestanden,3.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Analysis für Informatiker', 'Analysis für Informatiker', '1114971', 'Unknown']",2016-02-18T00:00:00,CP,8.0,3.0,True,Analysis für Informatiker,1114971,Analysis fuer Informatiker,2015W,1,9,180.0,1114971
9092,92248,49701,2015W,Bestanden,4.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Diskrete Strukturen', 'Diskrete Strukturen', '1115472', 'Unknown']",2016-02-26T00:00:00,CP,6.0,4.0,True,Diskrete Strukturen,1115472,Diskrete Strukturen,2015W,1,9,180.0,1115472
9093,92251,49702,2015W,Bestanden,3.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Programmierung', 'Programmierung', '1214957', 'Unknown']",2016-03-02T00:00:00,CP,8.0,3.0,True,Programmierung,1214957,Programmierung,2015W,1,9,180.0,1214957
9094,92254,49703,2015W,Bestanden,1.3,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in die Technische Informatik', 'Einführung in die Technische Informatik', '1214958', 'Unknown']",2016-03-09T00:00:00,CP,6.0,1.3,True,Einführung in die Technische Informatik,1214958,Technische Informatik,2015W,1,9,180.0,1214958
9095,92257,49704,2015W,Bestanden,0.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Mentoring in der Informatik', 'Mentoring in der Informatik', '1214959', 'Unknown']",2016-03-31T00:00:00,CP,1.0,0.0,True,Mentoring in der Informatik,1214959,Mentoring,2015W,1,9,180.0,1214959
9096,92260,49705,2016S,Bestanden,3.7,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in die angewandte Stochastik', 'Einführung in die angewandte Stochastik', '1112712', 'Unknown']",2016-07-26T00:00:00,CP,6.0,3.7,True,Einführung in die angewandte Stochastik,1112712,Einfuehrung in die angewandte Stochastik,2016S,2,9,180.0,1112712
9097,92263,49706,2016S,Bestanden,2.7,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Datenstrukturen und Algorithmen', 'Datenstrukturen und Algorithmen', '1211971', 'Unknown']",2016-08-09T00:00:00,CP,8.0,2.7,True,Datenstrukturen und Algorithmen,1211971,Datenstrukturen und Algorithmen,2016S,2,9,180.0,1211971
9098,92266,49707,2016S,Bestanden,2.3,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Formale Systeme, Automaten, Prozesse', 'Formale Systeme, Automaten, Prozesse', '1214961', 'Unknown']",2016-08-16T00:00:00,CP,6.0,2.3,True,"Formale Systeme, Automaten, Prozesse",1214961,"Formale Systeme, Automaten, Prozesse",2016S,2,9,180.0,1214961
9099,92269,49708,2016S,Bestanden,2.3,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Betriebssysteme und Systemsoftware', 'Betriebssysteme und Systemsoftware', '1214960', 'Unknown']",2016-08-22T00:00:00,CP,6.0,2.3,True,Betriebssysteme und Systemsoftware,1214960,Betriebssysteme und Systemsoftware,2016S,2,9,180.0,1214960
9100,92272,49709,2016W,Bestanden,0.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Praktikum Systemprogrammierung', 'Praktikum Systemprogrammierung', '1211967', 'Unknown']",2016-10-24T00:00:00,CP,6.0,0.0,True,Praktikum Systemprogrammierung,1211967,Praktikum Systemprogrammierung,2016S,2,9,180.0,1211967
9101,92275,49710,2016W,Bestanden,1.3,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in die Betriebswirtschaftslehre', 'Einführung in die Betriebswirtschaftslehre', '1212640', 'Unknown']",2017-02-15T00:00:00,CP,6.0,1.3,True,Einführung in die Betriebswirtschaftslehre,1212640,NTW,2016W,3,9,180.0,1212640
9102,92278,49711,2016W,Bestanden,4.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Numerisches Rechnen', 'Numerisches Rechnen', '1110959', 'Unknown']",2017-02-23T00:00:00,CP,6.0,4.0,True,Numerisches Rechnen,1110959,Numerisches Rechnen,2016W,3,9,180.0,1110959
9103,92281,49712,2016W,Bestanden,3.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Berechenbarkeit und Komplexität', 'Berechenbarkeit und Komplexität', '1212004', 'Unknown']",2017-03-03T00:00:00,CP,6.0,3.0,True,Berechenbarkeit und Komplexität,1212004,Berechenbarkeit und Komplexitaet,2016W,3,9,180.0,1212004
9104,92285,49713,2016W,Bestanden,1.3,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in die Softwaretechnik', 'Einführung in die Softwaretechnik', '1211965', 'Pflichtfach']",2017-03-10T00:00:00,CP,6.0,1.3,True,Einführung in die Softwaretechnik,1211965,Einfuehrung in die Softwaretechnik,2016W,3,9,180.0,1211965
9105,92288,49714,2016W,Bestanden,1.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Proseminar (Einführung in das wissenschaftliche Arbeiten)', 'Proseminar (Einführung in das wissenschaftliche Arbeiten)', '1211968', 'Unknown']",2017-03-31T00:00:00,CP,3.0,1.0,True,Proseminar (Einführung in das wissenschaftliche Arbeiten),1211968,Einfuehrung in das wissenschaftliche Arbeiten (Proseminar),2016W,3,9,180.0,1211968
9106,92291,49715,2017S,Bestanden,1.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Software-Projektpraktikum', 'Software-Projektpraktikum', '1211973', 'Unknown']",2017-08-02T00:00:00,CP,6.0,1.0,True,Software-Projektpraktikum,1211973,Software - Projektpraktikum,2017S,4,9,180.0,1211973
9107,92294,49716,2017S,Bestanden,1.7,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Datenkommunikation und Sicherheit', 'Datenkommunikation und Sicherheit', '1211972', 'Unknown']",2017-08-03T00:00:00,CP,6.0,1.7,True,Datenkommunikation und Sicherheit,1211972,Datenkommunikation und Sicherheit,2017S,4,9,180.0,1211972
9108,92297,49717,2017S,Bestanden,3.0,True,2018-09-18,,RWTH-136389,0,426,,687,1,Bachelor of Science,,678,Informatik,79,,2015W,2019W,17,0.0,,,Prüfungstermin,,"['Lineare Algebra', 'Lineare Algebra', '1115861', 'Unknown']",2017-08-08T00:00:00,CP,6.0,3.0,True,Lineare Algebra,1115861,Lineare Algebra,2017S,4,9,180.0,1115861
